mirnaid,refseqid,genesymbol,start,end,bindingp,energy,seed,accessibility,au,phylopstem,phylopflank,me,number_of_pairings,binding_region_length,longest_consecutive_pairings,position,validated,TargetScan,miRDB
hsa-miR-335-5p,XM_011520754,ATF7IP,4550,4562,1.0,-15.2,1,0.07591926,0.632,0.0,0.0,-9.779611548941542,11,12,11,3UTR,,0,0
hsa-miR-335-5p,NM_182616,ARPIN,1693,1714,0.846153846154,-16.8,1,0.1456291,0.676,-0.3694242,0.20708647249999995,-6.514540193678739,19,21,17,3UTR,,0,0
hsa-miR-335-5p,NM_033544,RCCD1,1818,1841,0.846153846154,-17.2,1,0.003941661,0.632,-0.13166223999999999,-0.2197641599999999,-10.10915223120837,18,23,10,3UTR,,0,0
hsa-miR-335-5p,NM_001017919,RCCD1,1734,1757,0.846153846154,-17.2,1,0.003941661,0.632,-0.13166223999999999,-0.2197641599999999,-10.10915223120837,18,23,10,3UTR,,0,0
hsa-miR-335-5p,NM_203472,SELENOS,685,708,0.846153846154,-16.1,1,0.000331798,0.574,0.17905361333333336,-0.05081153774999999,-7.517426836101634,14,18,6,3UTR,,0,0
hsa-miR-335-5p,NM_033356,CASP8,32,52,0.923076923077,-15.4,1,0.0002059012,0.5,0.418275425,-0.2688441839393939,-8.09365486139926,16,20,12,5UTR,,0,0
hsa-miR-335-5p,NM_015934,NOP58,1336,1354,0.846153846154,-15.2,1,0.003135983,0.559,5.1948358823529395,4.969577967499999,-4.1706235265052785,15,18,9,CDS,,0,0
hsa-miR-335-5p,NM_213589,RAPH1,5053,5075,0.846153846154,-18.7,1,0.0003773058,0.662,-0.02931343,0.06558169562499999,-11.150474115941337,18,22,10,3UTR,,0,0
hsa-miR-335-5p,XM_005246777,RAPH1,5153,5175,0.846153846154,-18.7,1,0.0003773058,0.662,0.0,0.0,-11.150474115941337,18,22,10,3UTR,,0,0
hsa-miR-335-5p,NM_001199982,NDUFS1,2867,2890,0.846153846154,-16.2,1,0.05152726,0.706,0.23485177777777777,0.18169000999999996,-14.568757690575652,18,23,9,3UTR,,0,0
hsa-miR-335-5p,NM_001199981,NDUFS1,3036,3059,0.846153846154,-16.2,1,0.05152726,0.706,0.1707663777777778,0.35996235624999995,-14.568757690575652,18,23,9,3UTR,,0,0
hsa-miR-335-5p,NM_015040,PIKFYVE,4117,4143,1.0,-16.8,1,7.077634e-05,0.574,5.029248,5.694914297499999,-5.925499359926538,12,14,12,CDS,,0,0
hsa-miR-335-5p,NM_001307976,KANSL1L,3702,3729,0.846153846154,-19.6,1,0.005616062,0.706,1.9359253749999998,2.1724491125000007,-7.91236201216959,19,22,16,3UTR,,0,0
hsa-miR-335-5p,NM_152519,KANSL1L,3828,3855,0.846153846154,-19.6,1,0.005616062,0.706,1.9359253749999998,2.1724491125000007,-7.91236201216959,19,22,16,3UTR,,0,0
hsa-miR-335-5p,NM_000599,IGFBP5,5782,5801,1.0,-19.7,1,0.07333675,0.662,0.4074322,0.37105715625,-7.91236201216959,17,19,14,3UTR,,0,0
hsa-miR-335-5p,NM_022152,TMBIM1,1290,1303,0.923076923077,-16.2,1,0.0009261688,0.426,3.779240958333333,2.11971185625,-7.052043616942562,12,13,12,3UTR,,0,0
hsa-miR-335-5p,NM_001321430,TMBIM1,1391,1404,0.846153846154,-16.2,1,0.0009261688,0.426,3.865450625000001,4.3658886,-7.052043616942562,12,13,12,3UTR,,0,0
hsa-miR-335-5p,NM_001321427,TMBIM1,1864,1877,1.0,-16.2,1,0.0009261688,0.426,2.890853416666666,2.44687807125,-7.052043616942562,12,13,12,3UTR,,0,0
hsa-miR-335-5p,NM_020935,USP37,5846,5870,0.846153846154,-19.0,1,0.02878074,0.691,3.851593082352941,4.2366927425,-3.937574446201665,17,19,17,3UTR,,0,0
hsa-miR-335-5p,NM_020935,USP37,3947,3994,1.0,-16.7,1,0.03034958,0.618,0.763233676923077,1.25975016375,-7.91236201216959,16,19,13,3UTR,,0,0
hsa-miR-335-5p,XM_005246720,USP37,5918,5942,0.884615384615,-19.0,1,0.02878074,0.691,0.0,0.0,-3.937574446201665,17,19,17,3UTR,,0,0
hsa-miR-335-5p,XM_005246720,USP37,4019,4066,0.846153846154,-16.7,1,0.03034958,0.618,0.0,0.0,-7.91236201216959,16,19,13,3UTR,,0,0
hsa-miR-335-5p,XM_005246721,USP37,5810,5834,0.884615384615,-19.0,1,0.02878074,0.691,0.0,0.0,-3.937574446201665,17,19,17,3UTR,,0,0
hsa-miR-335-5p,XM_005246721,USP37,3911,3958,0.846153846154,-16.7,1,0.03034958,0.618,0.0,0.0,-7.91236201216959,16,19,13,3UTR,,0,0
hsa-miR-335-5p,XM_005246724,USP37,5780,5804,0.884615384615,-19.0,1,0.02301637,0.691,0.0,0.0,-3.937574446201665,17,19,17,3UTR,,0,0
hsa-miR-335-5p,XM_005246724,USP37,3881,3928,0.846153846154,-16.7,1,0.03034958,0.618,0.0,0.0,-7.91236201216959,16,19,13,3UTR,,0,0
hsa-miR-335-5p,NM_001136528,SERPINE2,1958,1977,0.948717948718,-17.6,1,0.3556089,0.706,1.1476709785714285,2.7387591562499995,-7.91236201216959,17,19,14,3UTR,,0,0
hsa-miR-335-5p,NM_006216,SERPINE2,1961,1980,0.948717948718,-17.6,1,0.3556089,0.706,1.3415403357142857,2.6369775562499997,-7.91236201216959,17,19,14,3UTR,,0,0
hsa-miR-335-5p,NM_001136530,SERPINE2,1888,1907,0.948717948718,-17.6,1,0.3556089,0.706,3.8695984142857145,3.474299641249999,-7.91236201216959,17,19,14,3UTR,,0,0
hsa-miR-335-5p,XM_017004332,SERPINE2,1775,1794,0.923076923077,-17.6,1,0.263114,0.706,0.0,0.0,-7.91236201216959,17,19,14,3UTR,,0,0
hsa-miR-335-5p,NM_001017995,SH3PXD2B,5842,5857,0.923076923077,-16.0,1,0.5526786,0.574,2.526536914285714,2.7987489099999996,-4.95700071937229,14,15,14,3UTR,MIRT018269,0,0
hsa-miR-335-5p,NM_003714,STC2,120,142,0.846153846154,-15.2,1,0.1338651,0.588,0.8433872288888888,0.632368799,-9.964902622363823,19,22,10,5UTR,,0,0
hsa-miR-335-5p,XM_017009358,FAM153A,85,99,0.923076923077,-16.8,1,0.02039169,0.574,0.0,0.0,-6.807031847948959,13,14,13,CDS,,0,0
hsa-miR-335-5p,NM_030666,SERPINB1,1597,1612,1.0,-15.4,1,0.008225648,0.721,1.2351182727272727,2.1007982300000005,-8.252876396352269,13,15,11,3UTR,MIRT017458,0,1
hsa-miR-335-5p,NM_004155,SERPINB9,3952,3971,0.846153846154,-15.4,1,0.08745712,0.662,1.248640625,1.9902139225000004,-13.697178970448556,17,19,11,3UTR,MIRT018626,0,1
hsa-miR-335-5p,NM_030810,TXNDC5,1230,1244,1.0,-16.3,1,0.0008305559,0.5,0.45004840769230775,0.27051173125,-5.1900497996759025,13,14,13,CDS,,0,0
hsa-miR-335-5p,NM_001145549,TXNDC5,1194,1208,0.923076923077,-16.3,1,0.0008305559,0.5,-0.1569562923076923,0.23855877125,-5.1900497996759025,13,14,13,CDS,,0,0
hsa-miR-335-5p,NM_016577,RAB6B,3823,3840,0.923076923077,-17.2,1,4.738142e-05,0.559,0.36444914444444443,0.02963907500000001,-5.413129994833456,14,17,9,3UTR,,0,0
hsa-miR-335-5p,NM_002958,RYK,1588,1626,0.923076923077,-19.6,1,0.001387896,0.544,5.86382875,5.434576217499999,-6.236470572775607,15,21,8,CDS,,0,0
hsa-miR-335-5p,NM_001005861,RYK,1597,1635,0.923076923077,-19.6,1,0.001387896,0.544,5.281071375,5.322289002499998,-6.236470572775607,15,21,8,CDS,,0,0
hsa-miR-335-5p,NM_018133,MSL2,3952,4003,0.961538461538,-18.7,1,0.128586,0.676,6.425632357142858,3.886872362500001,-8.056611621014136,18,21,14,3UTR,,0,0
hsa-miR-335-5p,NM_001145417,MSL2,3151,3202,0.961538461538,-18.7,1,0.128586,0.676,4.534077592857143,3.2044006099999995,-8.056611621014136,18,21,14,3UTR,,0,0
hsa-miR-335-5p,NM_001002026,CLDN18,3260,3274,1.0,-17.9,1,0.0243545,0.706,0.10809413846153845,0.83493903625,-6.514540193678739,13,14,13,3UTR,,0,0
hsa-miR-335-5p,NM_016369,CLDN18,3269,3283,1.0,-17.9,1,0.0243545,0.706,0.27415375384615387,0.84364376,-6.514540193678739,13,14,13,3UTR,,0,0
hsa-miR-335-5p,NM_015396,ARMC8,3846,3858,1.0,-15.9,1,0.0004173221,0.544,0.5598455818181818,0.9102985250000002,-10.39884692653892,11,12,11,3UTR,,0,0
hsa-miR-335-5p,NM_001267042,ARMC8,3569,3581,1.0,-15.9,1,0.0004173221,0.544,0.5598455818181818,0.9102985250000002,-10.39884692653892,11,12,11,3UTR,,0,0
hsa-miR-335-5p,NM_001267041,ARMC8,3677,3689,1.0,-15.9,1,0.0004173221,0.544,0.2987996545454546,0.39023828250000003,-10.39884692653892,11,12,11,3UTR,,0,0
hsa-miR-335-5p,NM_001282342,ARMC8,3600,3612,1.0,-15.9,1,0.0004173221,0.544,0.5598455818181818,0.9102985250000002,-10.39884692653892,11,12,11,3UTR,,0,0
hsa-miR-335-5p,NM_213654,ARMC8,389,402,0.846153846154,-17.3,1,0.02916227,0.574,-0.3326921500000001,0.6996748824999999,-7.052043616942562,12,13,12,5UTR,,0,0
hsa-miR-335-5p,XM_011512632,ARMC8,3713,3725,0.923076923077,-15.9,1,0.0004173221,0.544,0.0,0.0,-10.39884692653892,11,12,11,3UTR,,0,0
hsa-miR-335-5p,NM_152616,TRIM42,401,417,0.923076923077,-16.7,1,0.0001678298,0.441,0.185212,2.41191716,-5.413129994833456,14,16,9,CDS,,0,0
hsa-miR-335-5p,NM_000935,PLOD2,3481,3527,0.923076923077,-19.5,1,0.1154721,0.721,0.5463047631578948,0.3434986,-3.793324837357118,19,21,19,3UTR,,0,0
hsa-miR-335-5p,NM_182943,PLOD2,3544,3590,0.923076923077,-19.5,1,0.1154721,0.721,0.5463047631578948,0.3434986,-3.793324837357118,19,21,19,3UTR,,0,0
hsa-miR-335-5p,NM_001177304,PLSCR4,1872,1893,0.846153846154,-17.1,1,0.02704742,0.676,0.0366574,0.018041519624999988,-6.618099312767468,19,21,10,3UTR,MIRT017393,0,0
hsa-miR-335-5p,NM_020353,PLSCR4,2170,2191,0.923076923077,-17.1,1,0.02704742,0.676,3.4493546000000004,2.9032510850000004,-6.618099312767468,19,21,10,3UTR,MIRT017393,0,0
hsa-miR-335-5p,NM_001128304,PLSCR4,2296,2317,0.923076923077,-17.1,1,0.02704742,0.676,3.1529676,1.38136675875,-6.618099312767468,19,21,10,3UTR,MIRT017393,0,0
hsa-miR-335-5p,NM_002628,PFN2,1092,1119,1.0,-17.7,1,0.003470775,0.632,2.2987057,2.5201299500000003,-5.838533207394711,15,18,10,3UTR,,0,0
hsa-miR-335-5p,NM_053024,PFN2,1414,1441,0.846153846154,-17.7,1,0.003470775,0.632,2.3283946,4.245756361249999,-5.838533207394711,15,18,10,3UTR,,0,0
hsa-miR-335-5p,NM_021038,MBNL1,1307,1354,1.0,-20.7,1,0.001047175,0.603,4.499920166666667,4.83641774,-5.692450279622925,17,20,12,5UTR,MIRT161346,0,0
hsa-miR-335-5p,NM_207292,MBNL1,1307,1354,1.0,-20.7,1,0.001047175,0.603,4.499920166666667,4.83641774,-5.692450279622925,17,20,12,5UTR,MIRT161346,0,0
hsa-miR-335-5p,NM_207293,MBNL1,682,729,1.0,-20.7,1,0.001047175,0.603,2.5656890000000003,1.45346731875,-5.692450279622925,17,20,12,5UTR,MIRT161346,0,0
hsa-miR-335-5p,NM_207297,MBNL1,682,729,1.0,-20.7,1,0.001047175,0.603,2.5656890000000003,1.45346731875,-5.692450279622925,17,20,12,5UTR,MIRT161346,0,0
hsa-miR-335-5p,NM_207296,MBNL1,682,729,1.0,-20.7,1,0.001047175,0.603,2.5656890000000003,1.45346731875,-5.692450279622925,17,20,12,5UTR,MIRT161346,0,0
hsa-miR-335-5p,NM_207295,MBNL1,682,729,1.0,-20.7,1,0.001047175,0.603,2.5656890000000003,1.45346731875,-5.692450279622925,17,20,12,5UTR,MIRT161346,0,0
hsa-miR-335-5p,NM_207294,MBNL1,682,729,1.0,-20.7,1,0.001047175,0.603,2.5656890000000003,1.45346731875,-5.692450279622925,17,20,12,5UTR,MIRT161346,0,0
hsa-miR-335-5p,NM_152834,TMEM18,4474,4496,1.0,-17.0,1,0.0001659892,0.5,0.09048099999999999,-0.07027529187499999,-6.4636125610623605,13,15,13,3UTR,,0,0
hsa-miR-335-5p,NM_001352680,TMEM18,4955,4977,1.0,-17.0,1,0.0001659892,0.5,-0.17982018181818182,-0.33187786624999993,-6.4636125610623605,13,15,13,3UTR,,0,0
hsa-miR-335-5p,NM_001352681,TMEM18,4425,4447,1.0,-17.0,1,0.0001659892,0.5,-0.1906756590909091,-0.04561351624999996,-6.4636125610623605,13,15,13,3UTR,,0,0
hsa-miR-335-5p,NM_014746,RNF144A,2396,2410,1.0,-16.3,1,0.08415931,0.529,-0.17781846666666665,-0.08760224499999994,-6.851148393071081,13,14,13,3UTR,MIRT019138,0,0
hsa-miR-335-5p,NM_001321834,CPSF3,121,135,0.923076923077,-16.0,1,3.898719e-05,0.471,-0.7128815,-0.09886283523250011,-5.962462745001676,13,14,13,5UTR,,0,0
hsa-miR-335-5p,NM_016207,CPSF3,121,135,1.0,-16.0,1,3.898719e-05,0.471,3.05561975,2.5663335272675,-5.962462745001676,13,14,13,5UTR,,0,0
hsa-miR-335-5p,NM_019595,ITSN2,2051,2067,0.923076923077,-17.2,1,0.0005523544,0.662,3.4950655555555556,4.1557514045,-6.148579555084091,13,16,9,CDS,,0,0
hsa-miR-335-5p,NM_006277,ITSN2,2051,2067,0.923076923077,-17.2,1,0.0005523732,0.662,3.4950655555555556,4.1557514045,-6.148579555084091,13,16,9,CDS,,0,0
hsa-miR-335-5p,NM_147152,ITSN2,2051,2067,0.846153846154,-17.2,1,0.0005523732,0.662,0.30993645555555555,1.8023635395,-6.148579555084091,13,16,9,CDS,,0,0
hsa-miR-335-5p,NM_018158,SLC4A1AP,2793,2814,0.923076923077,-17.0,1,0.0150272,0.603,0.19204688888888885,0.560388085,-8.004855389940193,17,21,9,3UTR,,0,0
hsa-miR-335-5p,XM_006711977,FOSL2,7499,7518,0.923076923077,-17.6,1,0.2126109,0.647,0.0,0.0,-7.91236201216959,17,19,14,3UTR,,0,0
hsa-miR-335-5p,NM_000379,XDH,2638,2662,1.0,-17.3,1,0.0005826527,0.471,3.2125889999999995,3.38781124625,-5.962462745001676,13,16,8,CDS,,0,0
hsa-miR-335-5p,XM_011510840,SATB2,2669,2691,0.884615384615,-18.2,1,0.3769886,0.794,0.0,0.0,-6.7623489216120145,20,22,10,3UTR,,0,0
hsa-miR-335-5p,NM_016029,DHRS7,1545,1564,0.846153846154,-15.8,1,0.00542922,0.574,2.25485824625,3.015470047999999,-14.554018887968963,15,19,8,3UTR,,0,0
hsa-miR-335-5p,NM_001172702,SLC38A6,756,787,0.846153846154,-17.8,1,0.01480262,0.721,4.5408642105263155,3.8723876275,-6.618099312767468,20,31,9,CDS,,0,0
hsa-miR-335-5p,NM_153811,SLC38A6,756,787,0.846153846154,-17.8,1,0.01480262,0.721,4.5408642105263155,3.8723876275,-6.618099312767468,20,31,9,CDS,,0,0
hsa-miR-335-5p,NM_002028,FNTB,112,124,0.846153846154,-15.2,1,0.002158171,0.485,2.424871663636364,2.2910717700000003,-9.779611548941542,11,12,11,5UTR,,0,0
hsa-miR-335-5p,NM_002382,MAX,823,847,0.846153846154,-16.7,1,0.003749075,0.662,1.1302042727272725,1.00392433125,-12.408048357782313,18,24,8,3UTR,,1,1
hsa-miR-335-5p,NM_006827,TMED10,3675,3701,0.846153846154,-18.2,1,0.008705498,0.662,6.037079625,5.0624563125,-5.035831305685297,16,19,8,3UTR,,0,0
hsa-miR-335-5p,NM_017926,GPATCH2L,4669,4687,0.846153846154,-16.7,1,0.4756848,0.603,-0.1443503076923077,0.09059682500000003,-7.91236201216959,16,18,13,3UTR,,0,0
hsa-miR-335-5p,XM_006720191,GPATCH2L,4627,4645,0.846153846154,-16.7,1,0.4756848,0.603,0.0,0.0,-7.91236201216959,16,18,13,3UTR,,0,0
hsa-miR-335-5p,XM_006720191,GPATCH2L,14049,14063,0.923076923077,-16.3,1,0.1010482,0.662,0.0,0.0,-7.249989753929374,12,14,11,3UTR,,0,0
hsa-miR-335-5p,NM_017972,GPATCH2L,4547,4565,0.846153846154,-16.7,1,0.4756848,0.603,-0.07376561538461537,0.29869682249999996,-7.91236201216959,16,18,13,3UTR,,0,0
hsa-miR-335-5p,NM_012245,SNW1,1190,1212,0.923076923077,-16.2,1,0.00279847,0.588,5.808791145454546,5.516789620000001,-6.4636125610623605,13,16,11,CDS,,0,0
hsa-miR-335-5p,NM_001318844,SNW1,1190,1212,0.923076923077,-16.2,1,0.00279847,0.588,5.319008363636363,5.25576644,-6.4636125610623605,13,16,11,CDS,,0,0
hsa-miR-335-5p,NM_001010854,TTC7B,1232,1244,0.923076923077,-15.0,1,0.004344964,0.529,0.0,0.0,-10.39884692653892,11,12,11,CDS,,0,0
hsa-miR-335-5p,NM_006532,ELL,3678,3694,0.923076923077,-16.1,1,0.8300822,0.721,5.8919114,3.758305288750001,-3.793324837357118,15,16,15,3UTR,,0,0
hsa-miR-335-5p,XM_017027335,ELL,3662,3678,0.923076923077,-16.1,1,0.8300822,0.721,0.0,0.0,-3.793324837357118,15,16,15,3UTR,,0,0
hsa-miR-335-5p,NM_182515,ZNF714,4738,4762,1.0,-18.7,1,0.2594971,0.632,-0.16717004,0.016418246249999994,-3.793324837357118,15,17,15,3UTR,,0,0
hsa-miR-335-5p,NM_001172774,DPY19L3,1491,1509,0.846153846154,-16.4,1,0.01170307,0.618,3.657841454545455,1.1464403652500001,-6.857959480565336,14,16,14,CDS,,0,0
hsa-miR-335-5p,NM_207325,DPY19L3,1517,1535,0.846153846154,-16.4,1,0.01170307,0.618,1.969460363636364,1.4376162889999997,-6.857959480565336,14,16,14,CDS,,0,0
hsa-miR-335-5p,NM_199037,SCN1B,1935,1976,0.846153846154,-19.6,1,0.0002940734,0.515,0.6805226642857144,0.17444432525,-4.026373917660731,14,16,14,3UTR,MIRT016821,0,0
hsa-miR-335-5p,NM_001256736,SSBP2,4037,4057,0.8461538461538461,-17.1,1,0.007991902,0.662,0.0,0.0,-8.82806429066934,15,18,9,3UTR,,0,0
hsa-miR-335-5p,NM_001256735,SSBP2,4136,4156,0.8461538461538461,-17.1,1,0.007991902,0.662,-0.02669000000000001,-0.010960582875000005,-8.82806429066934,15,18,9,3UTR,,0,0
hsa-miR-335-5p,NM_001256733,SSBP2,4166,4186,0.8461538461538461,-17.1,1,0.007991902,0.662,-0.18156661833333335,-0.114776501625,-8.82806429066934,15,18,9,3UTR,,0,0
hsa-miR-335-5p,NM_006151,LPO,2392,2407,0.846153846154,-15.0,1,0.0001639219,0.426,-0.16869662857142856,-0.30041546875,-12.893365778234283,12,15,7,CDS,,0,0
hsa-miR-335-5p,NM_001272044,RPS6KB1,5276,5292,0.923076923077,-15.4,1,0.1430996,0.632,2.39109375,1.27859570625,-11.128578504378995,13,16,8,3UTR,,0,0
hsa-miR-335-5p,NM_003161,RPS6KB1,5147,5163,0.846153846154,-15.4,1,0.1430996,0.632,2.744001125,2.1465798750000005,-11.128578504378995,13,16,8,3UTR,,0,0
hsa-miR-335-5p,NM_001272043,RPS6KB1,4111,4127,0.846153846154,-15.4,1,0.1430996,0.632,2.744001125,2.1465798750000005,-11.128578504378995,13,16,8,3UTR,,0,0
hsa-miR-335-5p,NM_001272042,RPS6KB1,5078,5094,0.923076923077,-15.4,1,0.1430996,0.632,2.39109375,1.27859570625,-11.128578504378995,13,16,8,3UTR,,0,0
hsa-miR-335-5p,NM_001330413,BCAS3,840,853,0.846153846154,-16.4,1,0.0001089187,0.5,6.449446166666665,5.5825065875,-7.052043616942562,12,13,12,CDS,,0,0
hsa-miR-335-5p,NM_001099432,BCAS3,840,853,0.846153846154,-16.4,1,0.0001089187,0.5,6.449446166666665,5.5825065875,-7.052043616942562,12,13,12,CDS,,0,0
hsa-miR-335-5p,NM_001320470,BCAS3,840,853,0.846153846154,-16.4,1,0.0001089187,0.5,6.449446166666665,5.5825065875,-7.052043616942562,12,13,12,CDS,,0,0
hsa-miR-335-5p,NM_001330414,BCAS3,840,853,0.846153846154,-16.4,1,0.0001089187,0.5,6.449446166666665,5.5825065875,-7.052043616942562,12,13,12,CDS,,0,0
hsa-miR-335-5p,NM_017679,BCAS3,840,853,0.846153846154,-16.4,1,0.0001089187,0.5,6.449446166666665,5.5825065875,-7.052043616942562,12,13,12,CDS,,0,0
hsa-miR-335-5p,XM_017024796,BCAS3,181,194,0.923076923077,-16.4,1,0.0001392032,0.5,0.0,0.0,-7.052043616942562,12,13,12,CDS,,0,0
