mirnaid,refseqid,genesymbol,start,end,bindingp,energy,seed,accessibility,au,phylopstem,phylopflank,me,number_of_pairings,binding_region_length,longest_consecutive_pairings,position,validated,TargetScan,miRDB
hsa-miR-126-5p,NM_001304811,C12orf4,3472,3492,1.0,-18.6,1,0.01805976,0.632,2.3276479166666664,2.9814906912500003,-5.925499359926538,17,20,12,3UTR,,0,0
hsa-miR-126-5p,NM_001304811,C12orf4,1604,1627,0.846153846154,-17.9,1,0.005976648,0.574,0.5972792923076924,0.36056971625000006,-5.4812609810729835,19,23,13,CDS,,0,0
hsa-miR-126-5p,NM_020374,C12orf4,3480,3500,1.0,-18.6,1,0.01805976,0.632,3.647478358333333,2.7118567550000003,-5.925499359926538,17,20,12,3UTR,,0,0
hsa-miR-126-5p,NM_020374,C12orf4,1612,1635,0.846153846154,-17.9,1,0.005976648,0.574,0.43572823076923073,0.3203713225,-5.4812609810729835,19,23,13,CDS,,0,0
hsa-miR-126-5p,NM_201442,C1S,1164,1178,0.846153846154,-15.3,1,0.01123492,0.632,3.8268344615384606,1.66883498875,-6.514540193678739,13,14,13,CDS,,0,0
hsa-miR-126-5p,NM_001346850,C1S,956,970,0.846153846154,-15.3,1,0.01123492,0.632,3.8268344615384606,1.66883498875,-6.514540193678739,13,14,13,CDS,,0,0
hsa-miR-126-5p,NM_001734,C1S,1077,1091,0.846153846154,-15.3,1,0.01123492,0.632,3.8268344615384606,1.66883498875,-6.514540193678739,13,14,13,CDS,,0,0
hsa-miR-126-5p,NM_001733,C1R,2162,2183,0.846153846154,-19.9,1,0.0007829552,0.412,3.4677523333333333,2.3735332123025006,-6.251209375382295,19,21,16,CDS,,0,0
hsa-miR-126-5p,NM_001354346,C1R,2081,2102,0.923076923077,-19.9,1,0.0007829552,0.412,2.701702555555556,2.3792720625,-6.251209375382295,19,21,16,CDS,,0,0
hsa-miR-126-5p,NM_174941,CD163L1,1315,1338,0.846153846154,-18.3,1,0.000662678,0.574,2.1699023333333334,1.6394863275000002,-6.236470572775607,19,23,9,CDS,,0,0
hsa-miR-126-5p,NM_001297650,CD163L1,1345,1368,0.846153846154,-18.3,1,0.000662678,0.574,1.625303383333333,1.6956478050000006,-6.236470572775607,19,23,9,CDS,,0,0
hsa-miR-126-5p,NM_020734,RIMKLB,1527,1547,0.846153846154,-17.4,1,0.01279123,0.529,5.270935916666667,5.277434014999998,-6.083544976388314,18,20,16,CDS,,0,0
hsa-miR-126-5p,NM_001297776,RIMKLB,697,717,0.846153846154,-17.4,1,0.01279123,0.529,6.856216583333333,5.278733008749999,-6.083544976388314,18,20,16,CDS,,0,0
hsa-miR-126-5p,NM_144670,A2ML1,3204,3226,0.846153846154,-19.5,1,0.0005549067,0.515,0.7462286,1.8535283124999995,-9.695854671446662,16,22,10,CDS,,0,1
hsa-miR-126-5p,NM_001282424,A2ML1,1719,1741,0.923076923077,-19.5,1,0.0005549067,0.515,3.1739255,2.1301712062499996,-9.695854671446662,16,22,10,CDS,,0,1
hsa-miR-126-5p,NM_001357734,EIF2S3B,1306,1323,0.846153846154,-17.6,1,0.00732274,0.574,3.9850028187499995,3.5874935925000004,-13.6655996434504,15,17,9,CDS,,0,0
hsa-miR-126-5p,NM_001319985,MAGOHB,133,153,0.846153846154,-17.0,1,0.001589087,0.632,-0.30129447857142855,-0.15451546375,-5.838533207394711,18,20,13,CDS,,0,0
hsa-miR-126-5p,NM_018048,MAGOHB,235,255,0.846153846154,-17.0,1,0.001589087,0.632,-0.18524497857142858,-0.20755458000000004,-5.838533207394711,18,20,13,CDS,,0,0
hsa-miR-126-5p,NM_001130415,APOLD1,3839,3857,0.846153846154,-17.1,1,0.000760011,0.647,-0.05175702307692306,0.047451423750000006,-9.959185489743104,15,18,13,3UTR,,0,0
hsa-miR-126-5p,NM_030817,APOLD1,3747,3765,0.846153846154,-17.1,1,0.000760011,0.647,0.22904773846153845,0.12286833124999999,-9.959185489743104,15,18,13,3UTR,,0,0
hsa-miR-126-5p,NM_000834,GRIN2B,26672,26695,0.923076923077,-18.5,1,0.04572464,0.485,4.445210230769231,4.6030910024999985,-5.529863923972706,19,23,13,3UTR,,0,0
hsa-miR-126-5p,NM_006205,PDE6H,359,371,0.846153846154,-15.5,0,1.052786e-05,0.529,0.14294243636363635,1.9319371700000005,-17.110244939514768,11,12,11,3UTR,,0,0
hsa-miR-126-5p,NM_007178,STRAP,1266,1295,0.846153846154,-15.8,1,0.1830601,0.544,2.6550814642857143,4.1546281687499995,-3.937574446201665,21,29,8,CDS,,0,0
hsa-miR-126-5p,NM_001270546,AKAP13,2490,2509,0.846153846154,-16.5,1,0.04697773,0.603,3.9545650909090906,3.3885259275,-8.327025306798683,16,19,11,CDS,,0,0
hsa-miR-126-5p,NM_152924,ABHD2,1215,1236,0.923076923077,-21.3,1,5.506299e-06,0.397,4.115755066666667,4.63219248375,-9.957570382207184,19,21,15,CDS,,0,0
hsa-miR-126-5p,NM_001039675,UNC45A,119,134,0.846153846154,-15.5,1,0.006727017,0.441,0.5073705714285713,0.2306336606249999,-4.906073086755913,14,15,14,5UTR,,0,0
hsa-miR-126-5p,NM_021005,NR2F2,4521,4545,0.846153846154,-16.9,1,0.005495557,0.662,2.7264120869565214,1.6099429574999997,-4.95700071937229,18,24,11,3UTR,,0,0
hsa-miR-126-5p,NM_001243249,NPRL3,2001,2017,0.846153846154,-16.6,1,5.801557e-06,0.412,5.788838,4.7560101024999994,-12.417709117045238,15,16,15,CDS,,0,0
hsa-miR-126-5p,NM_183337,RGS11,577,591,0.846153846154,-19.3,0,0.0001859527,0.338,-0.7118023307692309,-0.5657616162500001,-19.423879868695398,13,14,13,CDS,,0,0
hsa-miR-126-5p,NM_181050,AXIN1,809,833,0.846153846154,-15.2,0,0.004970258,0.5,4.733641217391304,4.4139482249999995,-15.566558404643448,14,24,11,CDS,,0,0
hsa-miR-126-5p,NM_003502,AXIN1,809,833,0.846153846154,-15.2,0,0.004970258,0.5,4.733641217391304,4.4139482249999995,-15.566558404643448,14,24,11,CDS,,0,0
hsa-miR-126-5p,NM_001323919,JMJD8,675,694,0.846153846154,-18.3,1,0.009911347,0.426,0.8299717933333334,2.497547118124999,-9.546562468637928,16,19,10,CDS,,0,0
hsa-miR-126-5p,NM_004548,NDUFB10,298,310,0.846153846154,-17.3,0,5.756993e-07,0.456,2.878303272727273,4.1507221725,-21.72277599526934,11,12,11,CDS,,0,0
hsa-miR-126-5p,NM_001761,CCNF,117,131,0.846153846154,-15.2,0,0.001392944,0.471,1.3179637,3.4688012125,-18.35275140784295,12,14,10,CDS,,0,0
hsa-miR-126-5p,NM_031948,PRSS27,1250,1265,0.846153846154,-18.7,1,2.440064e-05,0.309,0.0,0.0,-13.6655996434504,14,15,14,CDS,,0,0
hsa-miR-126-5p,XM_005246782,CDK15,3089,3109,0.846153846154,-16.4,1,0.002909216,0.529,0.0,0.0,-9.299118089342315,17,20,11,3UTR,,0,0
hsa-miR-126-5p,NM_139158,CDK15,2752,2772,0.846153846154,-16.4,1,0.002909216,0.529,0.23498604285714286,-0.0730653212499999,-9.299118089342315,17,20,11,3UTR,,0,0
hsa-miR-126-5p,NM_001261435,CDK15,2824,2844,0.846153846154,-16.4,1,0.002909216,0.529,0.23498604285714286,-0.0730653212499999,-9.299118089342315,17,20,11,3UTR,,0,0
hsa-miR-126-5p,NM_001204,BMPR2,4531,4549,1.0,-19.1,1,0.01429345,0.721,4.442258823529412,2.8981847750000003,-9.546562468637928,17,18,17,3UTR,,0,0
hsa-miR-126-5p,NM_024744,CARF,5520,5539,1.0,-15.8,1,5.317057e-05,0.676,0.7145351,0.6502375675000001,-7.49779848186265,16,19,10,3UTR,,0,0
hsa-miR-126-5p,NM_001282911,CARF,4476,4495,0.846153846154,-15.8,1,5.317057e-05,0.676,0.016442400000000003,0.4619360875,-7.49779848186265,16,19,10,3UTR,,0,0
hsa-miR-126-5p,NM_001104586,CARF,4623,4642,1.0,-15.8,1,5.317057e-05,0.676,0.7145351,0.6502375675000001,-7.49779848186265,16,19,10,3UTR,,0,0
hsa-miR-126-5p,NM_001282910,CARF,4395,4414,1.0,-15.8,1,5.317057e-05,0.676,0.7145351,0.6502375675000001,-7.49779848186265,16,19,10,3UTR,,0,0
hsa-miR-126-5p,XM_017004965,CARF,4022,4041,0.846153846154,-15.8,1,5.317057e-05,0.676,0.0,0.0,-7.49779848186265,16,19,10,3UTR,,0,0
hsa-miR-126-5p,NM_001302769,PARD3B,5943,5981,0.846153846154,-20.7,1,0.0004671959,0.426,0.0005236812500000205,0.19666507375000003,-3.937574446201665,18,21,16,3UTR,,0,0
hsa-miR-126-5p,NM_205863,PARD3B,5640,5678,0.846153846154,-20.7,1,0.0004671959,0.426,0.0005236812500000205,0.19666507375000003,-3.937574446201665,18,21,16,3UTR,,0,0
hsa-miR-126-5p,NM_057177,PARD3B,5736,5774,0.846153846154,-20.7,1,0.0004671959,0.426,0.0005236812500000205,0.19666507375000003,-3.937574446201665,18,21,16,3UTR,,0,0
hsa-miR-126-5p,NM_152526,PARD3B,5757,5795,0.846153846154,-20.7,1,0.0004671959,0.426,0.0005236812500000205,0.19666507375000003,-3.937574446201665,18,21,16,3UTR,,0,0
hsa-miR-126-5p,NM_017759,INO80D,4633,4658,1.0,-18.8,1,0.01529162,0.662,3.296660828181818,3.282291215250001,-5.495113920508112,19,25,11,3UTR,,0,1
hsa-miR-126-5p,NM_001959,EEF1B2,588,604,0.923076923077,-18.0,1,0.0005902227,0.485,5.526778166666666,5.208177825,-13.6655996434504,14,16,12,CDS,,0,0
hsa-miR-126-5p,NM_001037663,EEF1B2,360,376,1.0,-18.0,1,0.0005902227,0.485,4.434267916666665,4.152334235750001,-13.6655996434504,14,16,12,CDS,,0,0
hsa-miR-126-5p,NM_021121,EEF1B2,314,330,0.923076923077,-18.0,1,0.0005902227,0.485,0.0,0.0,-13.6655996434504,14,16,12,CDS,,0,0
hsa-miR-126-5p,NM_001136194,FASTKD2,1205,1225,0.846153846154,-15.7,1,0.02278177,0.559,3.202435014285715,2.3518731125,-5.838533207394711,18,20,10,CDS,,0,0
hsa-miR-126-5p,NM_014929,FASTKD2,1097,1117,0.846153846154,-15.7,1,0.02278177,0.559,3.202435014285715,2.3518731125,-5.838533207394711,18,20,10,CDS,,0,0
hsa-miR-126-5p,XM_011511163,PLEKHM3,4357,4379,0.846153846154,-15.6,1,0.0001055322,0.529,0.0,0.0,-9.546562468637928,17,22,12,3UTR,,0,0
hsa-miR-126-5p,NM_002374,MAP2,1610,1631,0.923076923077,-18.1,1,0.1105181,0.574,0.5266482676923077,0.707890399,-7.27063564855292,17,21,10,CDS,,0,1
hsa-miR-126-5p,NM_032504,UNC80,1038,1051,0.846153846154,-16.5,0,0.003585679,0.441,3.9370352500000005,4.081873509999999,-17.110244939514768,12,13,12,CDS,,0,0
hsa-miR-126-5p,NM_182587,UNC80,1038,1051,0.923076923077,-16.5,0,0.003585679,0.441,5.476559283333333,2.5054081989999997,-17.110244939514768,12,13,12,CDS,,0,0
hsa-miR-126-5p,XM_017003888,UNC80,1038,1051,0.846153846154,-16.5,0,0.003585679,0.441,0.0,0.0,-17.110244939514768,12,13,12,CDS,,0,0
hsa-miR-126-5p,NM_001080500,VWC2L,3982,4002,0.846153846154,-15.9,1,0.123175,0.691,1.0878288714285715,0.8442116574999999,-12.041374942358669,15,20,7,3UTR,,0,0
hsa-miR-126-5p,NM_001345929,VWC2L,3852,3872,0.846153846154,-15.9,1,0.123175,0.691,1.0878288714285715,0.8442116574999999,-12.041374942358669,15,20,7,3UTR,,0,0
hsa-miR-126-5p,NM_173076,ABCA12,4698,4723,0.923076923077,-18.2,1,0.002072727,0.574,5.739942266666666,4.31376249875,-3.793324837357118,18,21,15,CDS,,0,0
hsa-miR-126-5p,NM_015657,ABCA12,3683,3708,1.0,-18.2,1,0.002072727,0.574,2.9300504866666666,2.8243449062499995,-3.793324837357118,18,21,15,CDS,,0,0
hsa-miR-126-5p,NM_001286427,GLB1L,1078,1124,0.846153846154,-18.4,1,0.0001163465,0.471,3.291612688888889,2.69132041625,-12.640789312202793,15,20,9,CDS,,0,0
hsa-miR-126-5p,NM_005876,SPEG,8943,8960,0.923076923077,-20.0,1,6.285216e-06,0.338,0.9495361,1.0841944675,-8.82817512285937,16,17,16,CDS,,0,0
hsa-miR-126-5p,NM_005687,FARSB,1188,1210,0.846153846154,-19.8,1,0.002695872,0.618,-0.4832833333333334,0.10273741775000003,-6.251209375382295,18,22,9,CDS,,0,0
hsa-miR-126-5p,NM_001039569,AP1S3,2005,2030,0.846153846154,-18.1,1,0.0008009814,0.515,-0.180489875,-0.149574375,-3.937574446201665,16,17,16,3UTR,,0,0
hsa-miR-126-5p,XM_011510600,AP1S3,1847,1872,0.846153846154,-18.1,1,0.0008009814,0.515,0.0,0.0,-3.937574446201665,16,17,16,3UTR,,0,0
hsa-miR-126-5p,NM_001257198,CUL3,983,999,0.846153846154,-16.2,0,0.0014523,0.618,0.32843867333333326,0.055964826250000016,-17.110244939514768,14,16,11,CDS,,0,0
hsa-miR-126-5p,NM_014689,DOCK10,5825,5842,0.846153846154,-16.6,1,0.007363941,0.5,4.032817250000001,2.8805568525000007,-5.692450279622925,15,17,12,CDS,,0,0
hsa-miR-126-5p,XM_005246708,NYAP2,115,136,0.846153846154,-15.4,1,0.0001158657,0.618,0.0,0.0,-8.056611621014136,17,21,15,5UTR,,0,0
hsa-miR-126-5p,NM_001080428,TENM2,7612,7627,0.846153846154,-15.9,0,9.927701e-05,0.397,4.517360142857143,5.282106653925,-16.423398322163855,14,15,14,CDS,,0,0
hsa-miR-126-5p,NM_001161661,WWC1,2906,2936,0.923076923077,-22.9,1,0.006408976,0.456,0.654236348275862,2.6703760912500005,-3.937574446201665,21,30,11,CDS,,0,1
hsa-miR-126-5p,NM_015238,WWC1,2906,2936,0.923076923077,-22.9,1,0.006408976,0.456,0.654236348275862,2.6703760912500005,-3.937574446201665,21,30,11,CDS,,0,1
hsa-miR-126-5p,XM_005265853,WWC1,2863,2893,1.0,-22.9,1,0.006408976,0.456,0.0,0.0,-3.937574446201665,21,30,11,CDS,,0,1
hsa-miR-126-5p,XM_017009278,WWC1,3313,3343,1.0,-22.9,1,0.006408976,0.456,0.0,0.0,-3.937574446201665,21,30,11,CDS,,0,1
hsa-miR-126-5p,NM_003062,SLIT3,4595,4616,1.0,-18.7,1,0.0003033928,0.485,1.0158515916666666,2.8571211174999993,-8.958571792268787,17,21,12,CDS,,0,0
hsa-miR-126-5p,NM_001271946,SLIT3,4616,4637,1.0,-18.7,1,0.0003033928,0.485,0.060337983333333366,1.9498631212499995,-8.958571792268787,17,21,12,CDS,,0,0
hsa-miR-126-5p,XM_017009779,SLIT3,3998,4019,0.846153846154,-18.7,1,0.0003033928,0.485,0.0,0.0,-8.958571792268787,17,21,12,CDS,,0,0
hsa-miR-126-5p,NM_004946,DOCK2,4624,4640,0.846153846154,-17.1,1,0.005378756,0.515,4.1555,4.958074999999999,-6.199507187700468,15,16,15,CDS,,0,0
hsa-miR-126-5p,NM_001129891,FAM196B,1065,1076,0.846153846154,-16.0,0,0.01114413,0.426,1.8980373,0.8873680800000001,-24.547550470679692,10,11,10,5UTR,,0,0
hsa-miR-126-5p,NM_014211,GABRP,2826,2858,0.923076923077,-18.8,1,0.0419503,0.5,0.3205049857142856,0.11511976750000001,-9.546562468637928,14,16,14,3UTR,,0,0
hsa-miR-126-5p,NM_001291985,GABRP,2638,2670,0.923076923077,-18.8,1,0.0419503,0.5,0.25056671428571425,0.07187461500000002,-9.546562468637928,14,16,14,3UTR,,0,0
hsa-miR-126-5p,NM_022754,SFXN1,2992,3011,0.846153846154,-15.5,1,0.002338165,0.647,-0.12154785714285717,0.6975610812499999,-21.692807523167506,13,19,7,3UTR,,0,0
hsa-miR-126-5p,NM_006650,CPLX2,2178,2198,0.846153846154,-17.4,1,0.004680458,0.603,0.4933999968421052,0.6720344734999998,-4.95700071937229,19,20,19,3UTR,,0,0
hsa-miR-126-5p,NM_001199298,UIMC1,1779,1796,0.846153846154,-16.6,1,0.004345259,0.485,1.2578599090909093,1.2839480874999998,-8.056611621014136,15,17,11,CDS,,0,0
hsa-miR-126-5p,NM_001317961,UIMC1,1392,1409,0.846153846154,-16.6,1,0.004345259,0.485,1.7493984545454544,1.7138412024999998,-8.056611621014136,15,17,11,CDS,,0,0
hsa-miR-126-5p,NM_016290,UIMC1,1793,1810,0.846153846154,-16.6,1,0.004345259,0.485,0.9597151272727273,1.3504260750000001,-8.056611621014136,15,17,11,CDS,,0,0
hsa-miR-126-5p,NM_172349,NSD1,8047,8070,0.846153846154,-18.6,1,3.416947e-05,0.515,0.6885279666666667,0.18675161875,-6.969596721160855,19,23,12,3UTR,,0,0
hsa-miR-126-5p,NM_022455,NSD1,8832,8855,0.846153846154,-18.6,1,3.416947e-05,0.515,0.6885279666666667,0.18675161875,-6.969596721160855,19,23,12,3UTR,,0,0
hsa-miR-126-5p,NM_130781,RAB24,721,739,0.846153846154,-15.9,1,0.0005233803,0.426,3.510178663636364,3.222564886249999,-13.6655996434504,15,18,11,CDS,,0,0
hsa-miR-126-5p,NM_001031677,RAB24,807,825,0.846153846154,-15.9,1,0.0005233803,0.426,4.37441689090909,3.9942782787500004,-13.6655996434504,15,18,11,CDS,,0,0
hsa-miR-126-5p,NM_015111,N4BP3,1354,1367,0.846153846154,-18.6,0,0.0007146955,0.426,3.423899958333333,2.75487158375,-19.423879868695398,12,13,12,CDS,,0,0
hsa-miR-126-5p,NM_014594,ZNF354C,3543,3561,0.846153846154,-17.0,1,0.0004816396,0.603,-0.28950052,0.18557073000000002,-11.398282843874613,16,18,10,3UTR,,0,1
hsa-miR-126-5p,NM_152283,ZFP62,217,231,0.923076923077,-15.6,0,0.01418427,0.574,0.34765864,0.4003076,-15.566558404643448,13,14,13,5UTR,MIRT519869,0,0
hsa-miR-126-5p,NM_001354930,RIPK1,3248,3264,0.846153846154,-16.8,1,0.0008173074,0.647,0.05869370000000001,-0.0336067225,-14.90810611177858,15,16,15,3UTR,,0,0
hsa-miR-126-5p,NM_001286455,SLC22A23,3513,3532,0.923076923077,-17.3,1,0.06603459,0.588,0.6244717090909091,0.5000154612500001,-14.90810611177858,15,19,11,3UTR,,0,0
hsa-miR-126-5p,NM_021945,SLC22A23,3758,3777,0.846153846154,-17.3,1,0.06603459,0.588,4.87999999999499e-05,0.69418132875,-14.90810611177858,15,19,11,3UTR,,0,0
hsa-miR-126-5p,NM_001242385,MAK,352,378,0.923076923077,-17.7,1,0.02273554,0.471,0.9628827599999998,0.8788339850000002,-4.95700071937229,18,26,12,CDS,,0,0
hsa-miR-126-5p,NM_005906,MAK,278,304,0.884615384615,-17.7,1,0.02273554,0.471,0.8418306240000001,1.004013305,-4.95700071937229,18,26,12,CDS,,0,0
hsa-miR-126-5p,NM_001040274,SYCP2L,730,760,1.0,-18.5,1,0.0002481548,0.603,1.7553984573333337,1.8055053499999998,-4.1706235265052785,15,17,15,CDS,,0,0
hsa-miR-126-5p,NM_007027,TOPBP1,887,908,1.0,-20.0,1,0.02834602,0.574,0.21111511666666663,0.4955593275,-13.814891846259133,16,21,12,CDS,,0,0
hsa-miR-126-5p,NM_006219,PIK3CB,4314,4336,0.846153846154,-17.3,1,0.002925331,0.603,5.4933262,4.2356813715,-6.251209375382295,18,22,10,3UTR,,0,0
hsa-miR-126-5p,NM_001256045,PIK3CB,3180,3202,0.846153846154,-17.3,1,0.002925331,0.603,6.512947,5.2637734875,-6.251209375382295,18,22,10,3UTR,,0,0
hsa-miR-126-5p,XM_006713659,PIK3CB,4534,4556,0.846153846154,-17.3,1,0.002925331,0.603,0.0,0.0,-6.251209375382295,18,22,10,3UTR,,0,0
hsa-miR-126-5p,XM_017006621,PIK3CB,4197,4219,0.846153846154,-17.3,1,0.002925331,0.603,0.0,0.0,-6.251209375382295,18,22,10,3UTR,,0,0
hsa-miR-126-5p,NM_001168278,WWTR1,4916,4930,0.846153846154,-18.1,0,0.005380124,0.676,-0.01094935153846155,-0.21202621475000002,-15.566558404643448,13,14,13,3UTR,,0,0
hsa-miR-126-5p,NM_015472,WWTR1,4999,5013,0.923076923077,-18.1,0,0.005380124,0.676,1.0788827846153846,0.7398754825,-15.566558404643448,13,14,13,3UTR,,0,0
hsa-miR-126-5p,NM_001168280,WWTR1,4863,4877,0.846153846154,-18.1,0,0.005380124,0.676,0.39631042307692294,0.39010537875000006,-15.566558404643448,13,14,13,3UTR,,0,0
hsa-miR-126-5p,NM_032025,EIF2A,2566,2586,0.846153846154,-17.3,1,8.601381e-05,0.632,-0.15633855999999996,0.073844027,-4.95700071937229,17,20,15,3UTR,,0,1
hsa-miR-126-5p,NM_001319044,EIF2A,2383,2403,0.846153846154,-17.3,1,8.601381e-05,0.632,-0.1969770386666667,-0.015374477500000008,-4.95700071937229,17,20,15,3UTR,,0,1
hsa-miR-126-5p,NM_001319045,EIF2A,2551,2571,0.846153846154,-17.3,1,8.601381e-05,0.632,-0.1969770386666667,-0.015374477500000008,-4.95700071937229,17,20,15,3UTR,,0,1
hsa-miR-126-5p,NM_001319043,EIF2A,2491,2511,0.846153846154,-17.3,1,8.601381e-05,0.632,-0.1969770386666667,-0.015374477500000008,-4.95700071937229,17,20,15,3UTR,,0,1
hsa-miR-126-5p,NM_178822,IGSF10,5773,5794,0.846153846154,-16.9,1,0.0008226999,0.471,0.01850267692307693,0.09042777000000002,-4.794414363722071,17,21,13,CDS,,0,0
hsa-miR-126-5p,NM_021038,MBNL1,4238,4260,1.0,-19.4,1,0.004140697,0.706,4.924015384615386,4.3579655,-5.762913004276319,18,22,13,3UTR,,0,0
