Target Detail	Target Rank	Target Score	miRNA Name	Gene Symbol	Gene Description	
Details	212	92	hsa-miR-16-5p	RNF10	ring finger protein 10	
Details	213	92	hsa-miR-16-5p	CD47	CD47 molecule	
Details	214	92	hsa-miR-16-5p	IFT74	intraflagellar transport 74	
Details	215	92	hsa-miR-16-5p	PTH	parathyroid hormone	
Details	216	92	hsa-miR-16-5p	G2E3	G2/M-phase specific E3 ubiquitin protein ligase	
Details	217	92	hsa-miR-16-5p	ATXN7L2	ataxin 7 like 2	
Details	218	92	hsa-miR-16-5p	LITAF	lipopolysaccharide induced TNF factor	
Details	219	92	hsa-miR-16-5p	KRTAP11-1	keratin associated protein 11-1	
Details	220	92	hsa-miR-16-5p	TRABD2B	TraB domain containing 2B	
Details	221	92	hsa-miR-16-5p	ZNF449	zinc finger protein 449	
Details	222	92	hsa-miR-16-5p	RETREG2	reticulophagy regulator family member 2	
Details	223	92	hsa-miR-16-5p	DLL1	delta like canonical Notch ligand 1	
Details	224	92	hsa-miR-16-5p	NHLRC2	NHL repeat containing 2	
Details	225	92	hsa-miR-16-5p	SLC20A2	solute carrier family 20 member 2	
Details	226	92	hsa-miR-16-5p	NAA25	N(alpha)-acetyltransferase 25, NatB auxiliary subunit	
Details	227	92	hsa-miR-16-5p	LAMP3	lysosomal associated membrane protein 3	
Details	228	92	hsa-miR-16-5p	TMEM183A	transmembrane protein 183A	
Details	229	92	hsa-miR-16-5p	CDC25A	cell division cycle 25A	
Details	230	92	hsa-miR-16-5p	MEOX2	mesenchyme homeobox 2	
Details	231	92	hsa-miR-16-5p	CPEB3	cytoplasmic polyadenylation element binding protein 3	
Details	232	92	hsa-miR-16-5p	MEX3C	mex-3 RNA binding family member C	
Details	233	92	hsa-miR-16-5p	PCDH17	protocadherin 17	
Details	234	91	hsa-miR-16-5p	ATXN7L1	ataxin 7 like 1	
Details	235	91	hsa-miR-16-5p	SIK1	salt inducible kinase 1	
Details	236	91	hsa-miR-16-5p	SALL1	spalt like transcription factor 1	
Details	237	91	hsa-miR-16-5p	CC2D1B	coiled-coil and C2 domain containing 1B	
Details	238	91	hsa-miR-16-5p	INSR	insulin receptor	
Details	239	91	hsa-miR-16-5p	POU2F1	POU class 2 homeobox 1	
Details	240	91	hsa-miR-16-5p	ZNRF3	zinc and ring finger 3	
Details	241	91	hsa-miR-16-5p	CLOCK	clock circadian regulator	
Details	242	91	hsa-miR-16-5p	KRTAP4-6	keratin associated protein 4-6	
Details	243	91	hsa-miR-16-5p	CDC42SE2	CDC42 small effector 2	
Details	244	91	hsa-miR-16-5p	ZFHX3	zinc finger homeobox 3	
Details	245	91	hsa-miR-16-5p	PPM1A	protein phosphatase, Mg2+/Mn2+ dependent 1A	
Details	246	91	hsa-miR-16-5p	CCNT1	cyclin T1	
Details	247	91	hsa-miR-16-5p	NOS1	nitric oxide synthase 1	
Details	248	91	hsa-miR-16-5p	LRRK1	leucine rich repeat kinase 1	
Details	249	91	hsa-miR-16-5p	RPS6KA6	ribosomal protein S6 kinase A6	
Details	250	91	hsa-miR-16-5p	TLL1	tolloid like 1	
Details	251	91	hsa-miR-16-5p	EZH1	enhancer of zeste 1 polycomb repressive complex 2 subunit	
Details	252	91	hsa-miR-16-5p	SPTLC1	serine palmitoyltransferase long chain base subunit 1	
Details	253	91	hsa-miR-16-5p	GATAD2A	GATA zinc finger domain containing 2A	
Details	254	91	hsa-miR-16-5p	AMER1	APC membrane recruitment protein 1	
Details	255	91	hsa-miR-16-5p	RAB9B	RAB9B, member RAS oncogene family	
Details	256	91	hsa-miR-16-5p	LARGE2	LARGE xylosyl- and glucuronyltransferase 2	
Details	257	91	hsa-miR-16-5p	RARB	retinoic acid receptor beta	
Details	258	91	hsa-miR-16-5p	ZC3H13	zinc finger CCCH-type containing 13	
Details	259	91	hsa-miR-16-5p	CSDE1	cold shock domain containing E1	
Details	260	90	hsa-miR-16-5p	WIPI2	WD repeat domain, phosphoinositide interacting 2	
Details	261	90	hsa-miR-16-5p	TFCP2L1	transcription factor CP2 like 1	
Details	262	90	hsa-miR-16-5p	CDK5R1	cyclin dependent kinase 5 regulatory subunit 1	
Details	263	90	hsa-miR-16-5p	SLC36A1	solute carrier family 36 member 1	
Details	264	90	hsa-miR-16-5p	TGFBR3	transforming growth factor beta receptor 3	
Details	265	90	hsa-miR-16-5p	SEPT2	septin 2	
Details	266	90	hsa-miR-16-5p	MAP3K13	mitogen-activated protein kinase kinase kinase 13	
Details	267	90	hsa-miR-16-5p	FAM133B	family with sequence similarity 133 member B	
Details	268	90	hsa-miR-16-5p	UBQLNL	ubiquilin like	
Details	269	90	hsa-miR-16-5p	TRIM66	tripartite motif containing 66	
Details	270	90	hsa-miR-16-5p	ELMSAN1	ELM2 and Myb/SANT domain containing 1	
Details	271	90	hsa-miR-16-5p	AK4	adenylate kinase 4	
Details	272	90	hsa-miR-16-5p	ABHD2	abhydrolase domain containing 2	
Details	273	90	hsa-miR-16-5p	C1orf21	chromosome 1 open reading frame 21	
Details	274	90	hsa-miR-16-5p	NRN1	neuritin 1	
Details	275	90	hsa-miR-16-5p	ADGRL1	adhesion G protein-coupled receptor L1	
Details	276	90	hsa-miR-16-5p	JARID2	jumonji and AT-rich interaction domain containing 2	
Details	277	90	hsa-miR-16-5p	SYNRG	synergin gamma	
Details	278	90	hsa-miR-16-5p	USP31	ubiquitin specific peptidase 31	
Details	279	90	hsa-miR-16-5p	SEMA3A	semaphorin 3A	
Details	280	90	hsa-miR-16-5p	TAB3	TGF-beta activated kinase 1 (MAP3K7) binding protein 3	
Details	281	90	hsa-miR-16-5p	LRIG1	leucine rich repeats and immunoglobulin like domains 1	
Details	282	90	hsa-miR-16-5p	TMC7	transmembrane channel like 7	
Details	283	90	hsa-miR-16-5p	DENND1B	DENN domain containing 1B	
Details	284	90	hsa-miR-16-5p	AMOT	angiomotin	
Details	285	90	hsa-miR-16-5p	FERMT2	fermitin family member 2	
Details	286	90	hsa-miR-16-5p	ILDR2	immunoglobulin like domain containing receptor 2	
Details	287	90	hsa-miR-16-5p	CSRNP1	cysteine and serine rich nuclear protein 1	
Details	288	90	hsa-miR-16-5p	NR2C2	nuclear receptor subfamily 2 group C member 2	
Details	289	90	hsa-miR-16-5p	ELL	elongation factor for RNA polymerase II	
Details	290	90	hsa-miR-16-5p	C12orf76	chromosome 12 open reading frame 76	
Details	291	90	hsa-miR-16-5p	BAG4	BCL2 associated athanogene 4	
Details	292	89	hsa-miR-16-5p	DYRK1B	dual specificity tyrosine phosphorylation regulated kinase 1B	
Details	293	89	hsa-miR-16-5p	ZSCAN31	zinc finger and SCAN domain containing 31	
Details	294	89	hsa-miR-16-5p	PDZD8	PDZ domain containing 8	
Details	295	89	hsa-miR-16-5p	ARFGAP2	ADP ribosylation factor GTPase activating protein 2	
Details	296	89	hsa-miR-16-5p	IKBKB	inhibitor of nuclear factor kappa B kinase subunit beta	
Details	297	89	hsa-miR-16-5p	CDK17	cyclin dependent kinase 17	
Details	298	89	hsa-miR-16-5p	ROCK2	Rho associated coiled-coil containing protein kinase 2	
Details	299	89	hsa-miR-16-5p	PNPLA6	patatin like phospholipase domain containing 6	
Details	300	89	hsa-miR-16-5p	MED26	mediator complex subunit 26	
Details	301	89	hsa-miR-16-5p	ATXN1L	ataxin 1 like	
Details	302	89	hsa-miR-16-5p	ISLR	immunoglobulin superfamily containing leucine rich repeat	
Details	303	89	hsa-miR-16-5p	PRDM4	PR/SET domain 4	
Details	304	89	hsa-miR-16-5p	UNC5D	unc-5 netrin receptor D	
Details	305	89	hsa-miR-16-5p	SIK1B	salt inducible kinase 1B (putative)	
Details	306	89	hsa-miR-16-5p	SKI	SKI proto-oncogene	
Details	307	89	hsa-miR-16-5p	MNT	MAX network transcriptional repressor	
Details	308	89	hsa-miR-16-5p	GSTCD	glutathione S-transferase C-terminal domain containing	
Details	309	89	hsa-miR-16-5p	CBX6	chromobox 6	
Details	310	89	hsa-miR-16-5p	PARVA	parvin alpha	
Details	311	89	hsa-miR-16-5p	MKNK1	MAP kinase interacting serine/threonine kinase 1	
Details	312	89	hsa-miR-16-5p	ADRB2	adrenoceptor beta 2	
Details	313	89	hsa-miR-16-5p	CMPK1	cytidine/uridine monophosphate kinase 1	
Details	314	89	hsa-miR-16-5p	COL12A1	collagen type XII alpha 1 chain	
Details	315	89	hsa-miR-16-5p	SERBP1	SERPINE1 mRNA binding protein 1	
Details	316	89	hsa-miR-16-5p	ETNK1	ethanolamine kinase 1	
Details	317	89	hsa-miR-16-5p	ANKS1A	ankyrin repeat and sterile alpha motif domain containing 1A	
Details	318	89	hsa-miR-16-5p	HIGD1A	HIG1 hypoxia inducible domain family member 1A	
Details	319	89	hsa-miR-16-5p	BCL11B	BCL11B, BAF complex component	
Details	320	89	hsa-miR-16-5p	ARHGAP32	Rho GTPase activating protein 32	
Details	321	89	hsa-miR-16-5p	TMEM189-UBE2V1	TMEM189-UBE2V1 readthrough	
Details	322	89	hsa-miR-16-5p	FAM91A1	family with sequence similarity 91 member A1	
Details	323	89	hsa-miR-16-5p	SEMA5B	semaphorin 5B	
Details	324	89	hsa-miR-16-5p	SGK1	serum/glucocorticoid regulated kinase 1	
Details	325	89	hsa-miR-16-5p	RS1	retinoschisin 1	
Details	326	89	hsa-miR-16-5p	PIP4P2	phosphatidylinositol-4,5-bisphosphate 4-phosphatase 2	
Details	327	89	hsa-miR-16-5p	CHPT1	choline phosphotransferase 1	
Details	328	89	hsa-miR-16-5p	RELN	reelin	
Details	329	89	hsa-miR-16-5p	PCDH9	protocadherin 9	
Details	330	89	hsa-miR-16-5p	CLCN4	chloride voltage-gated channel 4	
Details	331	88	hsa-miR-16-5p	TCAIM	T cell activation inhibitor, mitochondrial	
Details	332	88	hsa-miR-16-5p	EPHA7	EPH receptor A7	
Details	333	88	hsa-miR-16-5p	TMEM268	transmembrane protein 268	
Details	334	88	hsa-miR-16-5p	CACNA2D1	calcium voltage-gated channel auxiliary subunit alpha2delta 1	
Details	335	88	hsa-miR-16-5p	RASEF	RAS and EF-hand domain containing	
Details	336	88	hsa-miR-16-5p	RREB1	ras responsive element binding protein 1	
Details	337	88	hsa-miR-16-5p	CAPRIN1	cell cycle associated protein 1	
Details	338	88	hsa-miR-16-5p	EGLN1	egl-9 family hypoxia inducible factor 1	
Details	339	88	hsa-miR-16-5p	PRRC2C	proline rich coiled-coil 2C	
Details	340	88	hsa-miR-16-5p	CEP85L	centrosomal protein 85 like	
Details	341	88	hsa-miR-16-5p	RBM6	RNA binding motif protein 6	
Details	342	88	hsa-miR-16-5p	EXOC3L2	exocyst complex component 3 like 2	
Details	343	88	hsa-miR-16-5p	CDC37L1	cell division cycle 37 like 1	
